Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704584727,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,65,65,1.3577049994637491,1.5535608616119134,1.3577049994637491,5.254916000012599,0.0
1704584728,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,65,65,1.3577049994637491,1.5535608616119134,1.3577049994637491,5.254916000012599,0.0
1704584729,1,,Aggregated,0.400000,0.400000,1,1,2,2,2,2,3,5,5,5,5,66,66,1.3577049994637491,1.5543675909804844,1.3577049994637491,5.254916000012599,0.0
1704584730,1,,Aggregated,0.400000,0.400000,1,1,2,2,2,2,3,5,5,5,5,66,66,1.3577049994637491,1.5543675909804844,1.3577049994637491,5.254916000012599,0.0
1704584731,1,,Aggregated,0.400000,0.400000,1,1,2,2,2,2,3,5,5,5,5,67,67,1.3577049994637491,1.5519323135084784,1.3577049994637491,5.254916000012599,0.0
1704584732,1,,Aggregated,0.400000,0.400000,1,1,2,2,2,2,3,5,5,5,5,67,67,1.3577049994637491,1.5519323135084784,1.3577049994637491,5.254916000012599,0.0
1704584733,1,,Aggregated,0.400000,0.400000,1,1,2,2,2,2,3,5,5,5,5,67,67,1.3577049994637491,1.5519323135084784,1.3577049994637491,5.254916000012599,0.0
1704584734,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,68,68,1.3577049994637491,1.5499848383141772,1.3577049994637491,5.254916000012599,0.0
1704584735,1,,Aggregated,0.400000,0.400000,1,1,2,2,2,2,3,5,5,5,5,69,69,1.3577049994637491,1.5483909276066485,1.3577049994637491,5.254916000012599,0.0
1704584736,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,70,70,1.316704000601021,1.545081114363711,1.316704000601021,5.254916000012599,0.0
1704584737,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,70,70,1.316704000601021,1.545081114363711,1.316704000601021,5.254916000012599,0.0
1704584738,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,70,70,1.316704000601021,1.545081114363711,1.316704000601021,5.254916000012599,0.0
1704584739,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,71,71,1.316704000601021,1.5442293240251364,1.316704000601021,5.254916000012599,0.0
1704584740,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,72,72,1.316704000601021,1.5456776111982942,1.316704000601021,5.254916000012599,0.0
1704584741,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,73,73,1.316704000601021,1.5447862055698849,1.316704000601021,5.254916000012599,0.0
1704584742,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,74,74,1.316704000601021,1.5425986081961152,1.316704000601021,5.254916000012599,0.0
1704584743,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,74,74,1.316704000601021,1.5425986081961152,1.316704000601021,5.254916000012599,0.0
1704584744,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,75,75,1.316704000601021,1.5447413600850268,1.316704000601021,5.254916000012599,0.0
1704584745,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,75,75,1.316704000601021,1.5447413600850268,1.316704000601021,5.254916000012599,0.0
1704584746,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,76,76,1.316704000601021,1.5425435000882939,1.316704000601021,5.254916000012599,0.0
1704584747,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,76,76,1.316704000601021,1.5425435000882939,1.316704000601021,5.254916000012599,0.0
